Year,"Country of origin","Country of asylum","Country of origin (ISO)","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2013,Türkiye,Belgium,TUR,BEL,G,R,RA,P,103
2013,Türkiye,Bulgaria,TUR,BGR,G,N,FI,P,5
2013,Türkiye,Cyprus,TUR,CYP,G,R,AR,P,29
2013,Türkiye,Cyprus,TUR,CYP,G,N,FI,P,5
2013,Türkiye,Czechia,TUR,CZE,G,N,FI,P,11
2013,Türkiye,Czechia,TUR,CZE,G,R,RA,P,5
2013,Türkiye,Denmark,TUR,DNK,G,A,AR,P,8
2013,Türkiye,Denmark,TUR,DNK,G,N,FI,P,18
2013,Türkiye,Finland,TUR,FIN,G,N,FI,P,55
2013,Türkiye,Finland,TUR,FIN,G,R,RA,P,9
2013,Türkiye,France,TUR,FRA,G,A,AR,P,1336
2013,Türkiye,France,TUR,FRA,G,N,FI,P,1682
2013,Türkiye,France,TUR,FRA,G,R,RA,P,247
2013,Türkiye,"United Kingdom of Great Britain and Northern Ireland",TUR,GBR,G,A,AR,C,117
2013,Türkiye,"United Kingdom of Great Britain and Northern Ireland",TUR,GBR,G,N,FI,P,267
2013,Türkiye,"United Kingdom of Great Britain and Northern Ireland",TUR,GBR,G,R,RA,P,13
2013,Türkiye,Georgia,TUR,GEO,G,NA,FA,P,5
2013,Türkiye,Germany,TUR,DEU,G,N,NA,P,1521
2013,Türkiye,Germany,TUR,DEU,G,R,RA,P,247
2013,Türkiye,Greece,TUR,GRC,G,A,AR,P,6
2013,Türkiye,Greece,TUR,GRC,G,N,FI,P,30
2013,Türkiye,Croatia,TUR,HRV,G,N,FI,P,6
2013,Türkiye,Hungary,TUR,HUN,G,N,FI,P,84
2013,Türkiye,Ireland,TUR,IRL,G,N,FI,P,5
2013,Türkiye,Italy,TUR,ITA,G,N,FI,P,487
2013,Türkiye,Italy,TUR,ITA,G,R,RA,P,8
2013,Türkiye,Luxembourg,TUR,LUX,G,N,FI,P,5
2013,Türkiye,"Rep. of Moldova",TUR,MDA,G,N,FI,P,6
2013,Türkiye,"Netherlands (Kingdom of the)",TUR,NLD,G,N,FI,P,59
2013,Türkiye,"Netherlands (Kingdom of the)",TUR,NLD,G,N,RA,P,25
2013,Türkiye,Norway,TUR,NOR,G,A,AR,P,47
2013,Türkiye,Norway,TUR,NOR,G,N,FI,P,62
2013,Türkiye,Norway,TUR,NOR,G,R,RA,P,5
2013,Türkiye,Poland,TUR,POL,G,N,FI,P,12
2013,Türkiye,Poland,TUR,POL,G,R,RA,P,5
2013,Türkiye,Romania,TUR,ROU,G,N,FI,P,25
2013,Türkiye,Romania,TUR,ROU,G,R,RA,P,5
2013,Türkiye,Spain,TUR,ESP,G,N,FI,P,7
2013,Türkiye,Slovakia,TUR,SVK,G,N,FI,P,5
2013,Türkiye,Slovenia,TUR,SVN,G,N,FI,P,11
2013,Türkiye,Sweden,TUR,SWE,G,A,AR,P,107
2013,Türkiye,Sweden,TUR,SWE,G,N,FI,P,187
2013,Türkiye,Switzerland,TUR,CHE,G,A,AR,P,324
2013,Türkiye,Switzerland,TUR,CHE,G,N,FI,P,373
2013,Türkiye,Switzerland,TUR,CHE,G,R,RA,P,64
2013,Türkiye,Ukraine,TUR,UKR,G,N,FI,P,8
2013,Ukraine,Austria,UKR,AUT,G,NR,FA,P,64
2013,Ukraine,Belgium,UKR,BEL,G,N,FI,P,36
2013,Ukraine,Belgium,UKR,BEL,G,R,RA,P,29
2013,Ukraine,Belarus,UKR,BLR,G,N,FI,P,5
2013,Ukraine,Czechia,UKR,CZE,G,N,FI,P,68
2013,Ukraine,Czechia,UKR,CZE,G,R,RA,P,78
2013,Ukraine,Denmark,UKR,DNK,G,A,AR,P,21
2013,Ukraine,Denmark,UKR,DNK,G,N,FI,P,38
2013,Ukraine,Finland,UKR,FIN,G,N,FI,P,5
2013,Ukraine,France,UKR,FRA,G,A,AR,P,66
2013,Ukraine,France,UKR,FRA,G,N,FI,P,122
2013,Ukraine,France,UKR,FRA,G,R,RA,P,15
2013,Ukraine,"United Kingdom of Great Britain and Northern Ireland",UKR,GBR,G,A,AR,C,5
2013,Ukraine,"United Kingdom of Great Britain and Northern Ireland",UKR,GBR,G,N,FI,P,74
2013,Ukraine,Germany,UKR,DEU,G,N,NA,P,141
2013,Ukraine,Germany,UKR,DEU,G,R,RA,P,11
2013,Ukraine,Greece,UKR,GRC,G,A,AR,P,18
2013,Ukraine,Greece,UKR,GRC,G,N,FI,P,22
2013,Ukraine,Hungary,UKR,HUN,G,N,FI,P,7
2013,Ukraine,Ireland,UKR,IRL,G,A,AR,P,5
2013,Ukraine,Ireland,UKR,IRL,G,N,FI,P,9
2013,Ukraine,Ireland,UKR,IRL,G,N,SP,P,6
2013,Ukraine,Italy,UKR,ITA,G,N,FI,P,34
2013,Ukraine,Lithuania,UKR,LTU,G,N,FI,P,5
2013,Ukraine,"Netherlands (Kingdom of the)",UKR,NLD,G,N,FI,P,36
2013,Ukraine,"Netherlands (Kingdom of the)",UKR,NLD,G,N,RA,P,5
2013,Ukraine,Norway,UKR,NOR,G,A,AR,P,28
2013,Ukraine,Norway,UKR,NOR,G,N,FI,P,24
2013,Ukraine,Poland,UKR,POL,G,N,FI,P,32
2013,Ukraine,Poland,UKR,POL,G,R,RA,P,9
2013,Ukraine,Romania,UKR,ROU,G,N,FI,P,11
2013,Ukraine,"Russian Federation",UKR,RUS,G,N,FI,P,13
2013,Ukraine,"Russian Federation",UKR,RUS,G,N,TA,P,6
2013,Ukraine,Spain,UKR,ESP,G,N,FI,P,14
2013,Ukraine,Slovakia,UKR,SVK,G,N,FI,P,5
2013,Ukraine,Slovakia,UKR,SVK,G,R,RA,P,9
2013,Ukraine,Sweden,UKR,SWE,G,A,AR,P,60
2013,Ukraine,Sweden,UKR,SWE,G,N,FI,P,173
2013,Ukraine,Switzerland,UKR,CHE,G,A,AR,P,19
2013,Ukraine,Switzerland,UKR,CHE,G,N,FI,P,30
2013,Ukraine,Switzerland,UKR,CHE,G,R,RA,P,11
2014,Albania,Austria,ALB,AUT,G,N,FA,P,66
2014,Albania,Belgium,ALB,BEL,G,N,FI,P,487
2014,Albania,Belgium,ALB,BEL,G,A,JR,C,200
2014,Albania,Belgium,ALB,BEL,G,R,RA,P,244
2014,Albania,Denmark,ALB,DNK,G,A,AR,P,5
2014,Albania,Denmark,ALB,DNK,G,N,FI,P,61
2014,Albania,Finland,ALB,FIN,G,N,FI,P,105
2014,Albania,Finland,ALB,FIN,G,R,RA,P,5
2014,Albania,France,ALB,FRA,G,A,AR,P,3211
2014,Albania,France,ALB,FRA,G,N,FI,P,2845
2014,Albania,France,ALB,FRA,G,A,RA,P,90
2014,Albania,France,ALB,FRA,G,R,RA,P,151
2014,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,A,AR,C,444
2014,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,N,FI,P,1869
2014,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,R,RA,P,42
2014,Albania,Germany,ALB,DEU,G,N,NA,P,7865
2014,Albania,Germany,ALB,DEU,G,R,RA,P,248
2014,Albania,Greece,ALB,GRC,G,A,AR,P,944
2014,Albania,Greece,ALB,GRC,G,N,FI,P,569
2014,Albania,Hungary,ALB,HUN,G,N,FI,P,60
2014,Albania,Iceland,ALB,ISL,G,N,FI,P,20
2014,Albania,Ireland,ALB,IRL,G,A,AR,P,36
2014,Albania,Ireland,ALB,IRL,G,N,FI,P,99
2014,Albania,Ireland,ALB,IRL,G,A,SP,P,5
2014,Albania,Ireland,ALB,IRL,G,N,SP,P,9
2014,Albania,Italy,ALB,ITA,G,N,FI,P,175
2014,Albania,Liechtenstein,ALB,LIE,G,N,FI,P,7
2014,Albania,Luxembourg,ALB,LUX,G,A,AR,P,76
2014,Albania,Luxembourg,ALB,LUX,G,N,FI,P,89
2014,Albania,Luxembourg,ALB,LUX,G,J,JR,P,59
2014,Albania,Luxembourg,ALB,LUX,G,A,RA,C,23
2014,Albania,Luxembourg,ALB,LUX,G,N,RA,P,29
2014,Albania,"Netherlands (Kingdom of the)",ALB,NLD,G,N,FI,P,86
2014,Albania,"Netherlands (Kingdom of the)",ALB,NLD,G,R,RA,P,5
2014,Albania,Norway,ALB,NOR,G,A,AR,P,174
2014,Albania,Norway,ALB,NOR,G,N,FI,P,202
2014,Albania,Romania,ALB,ROU,G,N,FI,P,18
2014,Albania,Spain,ALB,ESP,G,N,FI,P,11
2014,Albania,"Serbia and Kosovo: S/RES/1244 (1999)",ALB,SRB,G,N,FI,P,6
2014,Albania,Sweden,ALB,SWE,G,A,AR,P,1161
2014,Albania,Sweden,ALB,SWE,G,N,FI,P,1636
2014,Albania,Sweden,ALB,SWE,G,R,RA,P,67
2014,Albania,Switzerland,ALB,CHE,G,N,FI,P,118
2014,Albania,Switzerland,ALB,CHE,G,R,RA,P,10
2014,Armenia,Austria,ARM,AUT,G,N,FA,P,330
2014,Armenia,Belgium,ARM,BEL,G,N,FI,P,140
2014,Armenia,Belgium,ARM,BEL,G,A,JR,C,91
2014,Armenia,Belgium,ARM,BEL,G,R,RA,P,154
2014,Armenia,"Bosnia and Herzegovina",ARM,BIH,G,N,FI,P,5
2014,Armenia,Bulgaria,ARM,BGR,G,N,FI,P,10
2014,Armenia,Bulgaria,ARM,BGR,G,R,RA,P,7
2014,Armenia,Cyprus,ARM,CYP,G,N,FI,P,5
2014,Armenia,Czechia,ARM,CZE,G,N,FI,P,20
2014,Armenia,Czechia,ARM,CZE,G,R,RA,P,8
2014,Armenia,Denmark,ARM,DNK,G,A,AR,P,62
2014,Armenia,Denmark,ARM,DNK,G,N,FI,P,103
2014,Armenia,Finland,ARM,FIN,G,N,FI,P,5
2014,Armenia,Finland,ARM,FIN,G,R,RA,P,5
2014,Armenia,France,ARM,FRA,G,A,AR,P,1080
2014,Armenia,France,ARM,FRA,G,N,FI,P,1539
2014,Armenia,France,ARM,FRA,G,A,RA,P,295
2014,Armenia,France,ARM,FRA,G,R,RA,P,382
2014,Armenia,"United Kingdom of Great Britain and Northern Ireland",ARM,GBR,G,A,AR,C,5
2014,Armenia,"United Kingdom of Great Britain and Northern Ireland",ARM,GBR,G,N,FI,P,18
2014,Armenia,Georgia,ARM,GEO,G,N,FI,P,5
2014,Armenia,Germany,ARM,DEU,G,N,NA,P,2113
2014,Armenia,Germany,ARM,DEU,G,R,RA,P,127
2014,Armenia,Greece,ARM,GRC,G,A,AR,P,66
2014,Armenia,Greece,ARM,GRC,G,N,FI,P,28
2014,Armenia,Hungary,ARM,HUN,G,N,FI,P,5
2014,Armenia,Ireland,ARM,IRL,G,A,AR,P,5
2014,Armenia,Ireland,ARM,IRL,G,A,SP,P,5
2014,Armenia,Italy,ARM,ITA,G,N,FI,P,66
2014,Armenia,Liechtenstein,ARM,LIE,G,N,FI,P,5
2014,Armenia,Latvia,ARM,LVA,G,N,FI,P,12
2014,Armenia,"Netherlands (Kingdom of the)",ARM,NLD,G,N,FI,P,147
2014,Armenia,"Netherlands (Kingdom of the)",ARM,NLD,G,R,RA,P,60
2014,Armenia,Norway,ARM,NOR,G,A,AR,P,28
2014,Armenia,Norway,ARM,NOR,G,N,FI,P,24
2014,Armenia,Poland,ARM,POL,G,A,AR,P,16
2014,Armenia,Poland,ARM,POL,G,N,FI,P,101
2014,Armenia,Poland,ARM,POL,G,R,RA,P,25
2014,Armenia,Romania,ARM,ROU,G,N,FI,P,5
2014,Armenia,"Russian Federation",ARM,RUS,G,N,FI,P,8
2014,Armenia,"Russian Federation",ARM,RUS,G,N,TA,P,19
2014,Armenia,Spain,ARM,ESP,G,N,FI,P,18
2014,Armenia,Sweden,ARM,SWE,G,A,AR,P,262
2014,Armenia,Sweden,ARM,SWE,G,N,FI,P,256
2014,Armenia,Sweden,ARM,SWE,G,R,RA,P,33
2014,Armenia,Switzerland,ARM,CHE,G,N,FI,P,88
2014,Armenia,Switzerland,ARM,CHE,G,R,RA,P,5
2014,Armenia,Ukraine,ARM,UKR,G,N,FI,P,6
2014,Azerbaijan,Albania,AZE,ALB,G,N,FI,P,5
2014,Azerbaijan,Armenia,AZE,ARM,G,N,FI,P,5
2014,Azerbaijan,Armenia,AZE,ARM,U,N,FI,P,5
2014,Azerbaijan,Austria,AZE,AUT,G,N,FA,P,128
2014,Azerbaijan,Belgium,AZE,BEL,G,N,FI,P,34
2014,Azerbaijan,Belgium,AZE,BEL,G,A,JR,C,33
2014,Azerbaijan,Belgium,AZE,BEL,G,R,RA,P,60
2014,Azerbaijan,Bulgaria,AZE,BGR,G,N,FI,P,6
2014,Azerbaijan,Bulgaria,AZE,BGR,G,R,RA,P,5
2014,Azerbaijan,Czechia,AZE,CZE,G,N,FI,P,5
2014,Azerbaijan,Denmark,AZE,DNK,G,A,AR,P,13
2014,Azerbaijan,Denmark,AZE,DNK,G,N,FI,P,19
2014,Azerbaijan,Finland,AZE,FIN,G,N,FI,P,11
2014,Azerbaijan,France,AZE,FRA,G,A,AR,P,520
2014,Azerbaijan,France,AZE,FRA,G,N,FI,P,770
2014,Azerbaijan,France,AZE,FRA,G,A,RA,P,55
2014,Azerbaijan,France,AZE,FRA,G,R,RA,P,70
2014,Azerbaijan,"United Kingdom of Great Britain and Northern Ireland",AZE,GBR,G,N,FI,P,8
2014,Azerbaijan,Georgia,AZE,GEO,G,N,FI,P,16
2014,Azerbaijan,Germany,AZE,DEU,G,N,NA,P,1192
2014,Azerbaijan,Germany,AZE,DEU,G,R,RA,P,103
2014,Azerbaijan,Greece,AZE,GRC,G,A,AR,P,5
2014,Azerbaijan,Italy,AZE,ITA,G,N,FI,P,5
2014,Azerbaijan,Lithuania,AZE,LTU,G,N,FI,P,19
2014,Azerbaijan,Luxembourg,AZE,LUX,G,A,AR,P,5
2014,Azerbaijan,Luxembourg,AZE,LUX,G,N,FI,P,5
2014,Azerbaijan,"Netherlands (Kingdom of the)",AZE,NLD,G,N,FI,P,46
2014,Azerbaijan,"Netherlands (Kingdom of the)",AZE,NLD,G,R,RA,P,32
2014,Azerbaijan,Norway,AZE,NOR,G,A,AR,P,27
2014,Azerbaijan,Norway,AZE,NOR,G,N,FI,P,15
2014,Azerbaijan,"Russian Federation",AZE,RUS,G,N,FI,P,5
2014,Azerbaijan,"Russian Federation",AZE,RUS,G,N,TA,P,5
2014,Azerbaijan,Spain,AZE,ESP,G,N,FI,P,5
2014,Azerbaijan,Sweden,AZE,SWE,G,A,AR,P,189
2014,Azerbaijan,Sweden,AZE,SWE,G,N,FI,P,296
2014,Azerbaijan,Sweden,AZE,SWE,G,R,RA,P,82
2014,Azerbaijan,Switzerland,AZE,CHE,G,N,FI,P,35
2014,Azerbaijan,Switzerland,AZE,CHE,G,R,RA,P,7
2014,Azerbaijan,Türkiye,AZE,TUR,U,N,FI,P,5
2014,Azerbaijan,Ukraine,AZE,UKR,G,J,JR,P,9
2014,Belgium,Switzerland,BEL,CHE,G,N,FI,P,5
2014,Belarus,Austria,BLR,AUT,G,N,FA,P,39
2014,Belarus,Belgium,BLR,BEL,G,N,FI,P,22
2014,Belarus,Belgium,BLR,BEL,G,A,JR,C,18
2014,Belarus,Belgium,BLR,BEL,G,R,RA,P,20
2014,Belarus,Czechia,BLR,CZE,G,N,FI,P,20
2014,Belarus,Czechia,BLR,CZE,G,R,RA,P,11
2014,Belarus,Denmark,BLR,DNK,G,A,AR,P,14
2014,Belarus,Denmark,BLR,DNK,G,N,FI,P,60
2014,Belarus,Estonia,BLR,EST,G,N,FI,P,5
2014,Belarus,Finland,BLR,FIN,G,N,FI,P,22
2014,Belarus,France,BLR,FRA,G,A,AR,P,57
2014,Belarus,France,BLR,FRA,G,N,FI,P,55
2014,Belarus,"United Kingdom of Great Britain and Northern Ireland",BLR,GBR,G,N,FI,P,22
2014,Belarus,Germany,BLR,DEU,G,N,NA,P,111
2014,Belarus,Germany,BLR,DEU,G,R,RA,P,16
2014,Belarus,Greece,BLR,GRC,G,A,AR,P,5
2014,Belarus,Iceland,BLR,ISL,G,N,FI,P,10
2014,Belarus,Italy,BLR,ITA,G,N,FI,P,5
2014,Belarus,Lithuania,BLR,LTU,G,N,FI,P,8
2014,Belarus,Luxembourg,BLR,LUX,G,A,AR,P,5
2014,Belarus,Luxembourg,BLR,LUX,G,N,FI,P,12
2014,Belarus,"Netherlands (Kingdom of the)",BLR,NLD,G,N,FI,P,44
2014,Belarus,"Netherlands (Kingdom of the)",BLR,NLD,G,R,RA,P,5
2014,Belarus,Norway,BLR,NOR,G,A,AR,P,35
2014,Belarus,Norway,BLR,NOR,G,N,FI,P,37
2014,Belarus,Norway,BLR,NOR,G,R,RA,P,10
2014,Belarus,Poland,BLR,POL,G,A,AR,P,7
2014,Belarus,Poland,BLR,POL,G,N,FI,P,21
2014,Belarus,Poland,BLR,POL,G,R,RA,P,5
2014,Belarus,"Russian Federation",BLR,RUS,G,N,FI,P,7
2014,Belarus,"Russian Federation",BLR,RUS,G,N,TA,P,5
2014,Belarus,Spain,BLR,ESP,G,N,FI,P,5
2014,Belarus,Sweden,BLR,SWE,G,A,AR,P,100
2014,Belarus,Sweden,BLR,SWE,G,N,FI,P,197
2014,Belarus,Sweden,BLR,SWE,G,R,RA,P,56
2014,Belarus,Switzerland,BLR,CHE,G,N,FI,P,41
2014,Belarus,Switzerland,BLR,CHE,G,R,RA,P,21
2014,Belarus,Ukraine,BLR,UKR,G,N,FI,P,9
2014,Belarus,Ukraine,BLR,UKR,G,J,JR,P,7
2014,"Bosnia and Herzegovina",Austria,BIH,AUT,G,N,FA,P,202
2014,"Bosnia and Herzegovina",Belgium,BIH,BEL,G,N,FI,P,93
2014,"Bosnia and Herzegovina",Belgium,BIH,BEL,G,A,JR,C,8
2014,"Bosnia and Herzegovina",Belgium,BIH,BEL,G,R,RA,P,64
2014,"Bosnia and Herzegovina",Czechia,BIH,CZE,G,N,FI,P,5
2014,"Bosnia and Herzegovina",Denmark,BIH,DNK,G,A,AR,P,5
2014,"Bosnia and Herzegovina",Denmark,BIH,DNK,G,N,FI,P,22
2014,"Bosnia and Herzegovina",Finland,BIH,FIN,G,N,FI,P,15
2014,"Bosnia and Herzegovina",France,BIH,FRA,G,A,AR,P,438
2014,"Bosnia and Herzegovina",France,BIH,FRA,G,N,FI,P,821
2014,"Bosnia and Herzegovina",France,BIH,FRA,G,A,RA,P,18
2014,"Bosnia and Herzegovina",France,BIH,FRA,G,R,RA,P,24
2014,"Bosnia and Herzegovina","United Kingdom of Great Britain and Northern Ireland",BIH,GBR,G,N,FI,P,5
2014,"Bosnia and Herzegovina",Germany,BIH,DEU,G,N,NA,P,5705
2014,"Bosnia and Herzegovina",Germany,BIH,DEU,G,R,RA,P,2769
2014,"Bosnia and Herzegovina",Greece,BIH,GRC,G,A,AR,P,5
2014,"Bosnia and Herzegovina",Croatia,BIH,HRV,G,N,FI,P,8
2014,"Bosnia and Herzegovina",Croatia,BIH,HRV,G,J,JR,P,7
2014,"Bosnia and Herzegovina",Hungary,BIH,HUN,G,N,FI,P,6
2014,"Bosnia and Herzegovina",Hungary,BIH,HUN,G,R,RA,P,5
2014,"Bosnia and Herzegovina",Italy,BIH,ITA,G,N,FI,P,164
2014,"Bosnia and Herzegovina",Italy,BIH,ITA,G,R,RA,P,6
2014,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,A,AR,P,102
2014,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,N,FI,P,159
2014,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,J,JR,P,31
2014,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,N,RA,P,6
2014,"Bosnia and Herzegovina","Netherlands (Kingdom of the)",BIH,NLD,G,N,FI,P,126
2014,"Bosnia and Herzegovina",Norway,BIH,NOR,G,A,AR,P,23
2014,"Bosnia and Herzegovina",Norway,BIH,NOR,G,N,FI,P,32
2014,"Bosnia and Herzegovina",Slovenia,BIH,SVN,G,N,FI,P,8
2014,"Bosnia and Herzegovina",Sweden,BIH,SWE,G,A,AR,P,272
2014,"Bosnia and Herzegovina",Sweden,BIH,SWE,G,N,FI,P,459
2014,"Bosnia and Herzegovina",Sweden,BIH,SWE,G,R,RA,P,37
2014,"Bosnia and Herzegovina",Switzerland,BIH,CHE,G,N,FI,P,139
2014,"Bosnia and Herzegovina",Switzerland,BIH,CHE,G,R,RA,P,18
2014,Bulgaria,Austria,BGR,AUT,G,N,FA,P,5
2014,Bulgaria,Belgium,BGR,BEL,G,N,FI,P,10
2014,Bulgaria,Belgium,BGR,BEL,G,R,RA,P,10
2014,Bulgaria,Denmark,BGR,DNK,G,N,FI,P,5
2014,Bulgaria,Germany,BGR,DEU,G,N,NA,P,25
2014,Bulgaria,Germany,BGR,DEU,G,R,RA,P,11
2014,Bulgaria,"Netherlands (Kingdom of the)",BGR,NLD,G,N,FI,P,5
2014,Bulgaria,Norway,BGR,NOR,G,N,FI,P,5
2014,Bulgaria,Sweden,BGR,SWE,G,A,AR,P,16
2014,Bulgaria,Sweden,BGR,SWE,G,N,FI,P,5
2014,Bulgaria,Sweden,BGR,SWE,G,R,RA,P,8
2014,Bulgaria,Switzerland,BGR,CHE,G,N,FI,P,9
2014,Czechia,Austria,CZE,AUT,G,N,FA,P,5
2014,Czechia,"United Kingdom of Great Britain and Northern Ireland",CZE,GBR,G,N,FI,P,5
2014,Czechia,Germany,CZE,DEU,G,N,NA,P,7
2014,Czechia,Germany,CZE,DEU,G,R,RA,P,5
2014,Czechia,Norway,CZE,NOR,G,N,FI,P,5
2014,France,"United Kingdom of Great Britain and Northern Ireland",FRA,GBR,G,N,FI,P,5
2014,France,Germany,FRA,DEU,G,N,NA,P,5
2014,France,Norway,FRA,NOR,G,A,AR,P,5
2014,France,Norway,FRA,NOR,G,N,FI,P,7
2014,France,Switzerland,FRA,CHE,G,N,FI,P,5
2014,Georgia,Austria,GEO,AUT,G,N,FA,P,417
2014,Georgia,Belgium,GEO,BEL,G,N,FI,P,281
2014,Georgia,Belgium,GEO,BEL,G,A,JR,C,102
2014,Georgia,Belgium,GEO,BEL,G,R,RA,P,160
2014,Georgia,Belarus,GEO,BLR,G,N,FI,P,13
2014,Georgia,Belarus,GEO,BLR,G,A,JR,P,5
2014,Georgia,Cyprus,GEO,CYP,G,N,FI,P,6
2014,Georgia,Czechia,GEO,CZE,G,N,FI,P,12
2014,Georgia,Czechia,GEO,CZE,G,R,RA,P,7
2014,Georgia,Denmark,GEO,DNK,G,A,AR,P,26
2014,Georgia,Denmark,GEO,DNK,G,N,FI,P,110
2014,Georgia,Estonia,GEO,EST,G,N,FI,P,5
2014,Georgia,Finland,GEO,FIN,G,N,FI,P,37
2014,Georgia,Finland,GEO,FIN,G,R,RA,P,5
2014,Georgia,France,GEO,FRA,G,A,AR,P,1238
2014,Georgia,France,GEO,FRA,G,N,FI,P,1371
2014,Georgia,France,GEO,FRA,G,A,RA,P,180
2014,Georgia,France,GEO,FRA,G,R,RA,P,240
2014,Georgia,"United Kingdom of Great Britain and Northern Ireland",GEO,GBR,G,A,AR,C,9
2014,Georgia,"United Kingdom of Great Britain and Northern Ireland",GEO,GBR,G,N,FI,P,47
2014,Georgia,"United Kingdom of Great Britain and Northern Ireland",GEO,GBR,G,R,RA,P,5
2014,Georgia,Germany,GEO,DEU,G,N,NA,P,2873
2014,Georgia,Germany,GEO,DEU,G,R,RA,P,307
2014,Georgia,Greece,GEO,GRC,G,A,AR,P,914
2014,Georgia,Greece,GEO,GRC,G,N,FI,P,350
2014,Georgia,Hungary,GEO,HUN,G,N,FI,P,28
2014,Georgia,Hungary,GEO,HUN,G,R,RA,P,12
2014,Georgia,Iceland,GEO,ISL,G,N,FI,P,5
2014,Georgia,Ireland,GEO,IRL,G,A,AR,P,10
2014,Georgia,Ireland,GEO,IRL,G,N,FI,P,18
2014,Georgia,Ireland,GEO,IRL,G,A,SP,P,10
2014,Georgia,Ireland,GEO,IRL,G,N,SP,P,5
2014,Georgia,Italy,GEO,ITA,G,N,FI,P,88
2014,Georgia,Lithuania,GEO,LTU,G,N,FI,P,116
2014,Georgia,Luxembourg,GEO,LUX,G,N,FI,P,8
2014,Georgia,Latvia,GEO,LVA,G,N,FI,P,166
2014,Georgia,"Rep. of Moldova",GEO,MDA,G,N,FI,P,5
2014,Georgia,"Netherlands (Kingdom of the)",GEO,NLD,G,N,FI,P,319
2014,Georgia,"Netherlands (Kingdom of the)",GEO,NLD,G,R,RA,P,14
2014,Georgia,Norway,GEO,NOR,G,A,AR,P,26
2014,Georgia,Norway,GEO,NOR,G,N,FI,P,36
2014,Georgia,Poland,GEO,POL,G,A,AR,P,66
2014,Georgia,Poland,GEO,POL,G,N,FI,P,549
2014,Georgia,Poland,GEO,POL,G,R,RA,P,94
2014,Georgia,Romania,GEO,ROU,G,N,FI,P,7
2014,Georgia,"Russian Federation",GEO,RUS,G,N,FI,P,106
2014,Georgia,"Russian Federation",GEO,RUS,G,N,TA,P,110
2014,Georgia,Spain,GEO,ESP,G,N,FI,P,21
2014,Georgia,Slovakia,GEO,SVK,G,N,FI,P,5
2014,Georgia,Slovakia,GEO,SVK,G,R,RA,P,9
2014,Georgia,Sweden,GEO,SWE,G,A,AR,P,319
2014,Georgia,Sweden,GEO,SWE,G,N,FI,P,735
2014,Georgia,Sweden,GEO,SWE,G,R,RA,P,69
2014,Georgia,Switzerland,GEO,CHE,G,N,FI,P,402
2014,Georgia,Switzerland,GEO,CHE,G,R,RA,P,64
2014,Georgia,Ukraine,GEO,UKR,G,N,FI,P,5
2014,Georgia,Ukraine,GEO,UKR,G,J,JR,P,7
2014,Germany,"United Kingdom of Great Britain and Northern Ireland",DEU,GBR,G,N,FI,P,5
2014,Germany,Norway,DEU,NOR,G,N,FI,P,5
2014,Germany,Switzerland,DEU,CHE,G,N,FI,P,8
2014,Greece,Germany,GRC,DEU,G,N,NA,P,9
2014,Greece,Norway,GRC,NOR,G,N,FI,P,6
2014,Greece,Sweden,GRC,SWE,G,A,AR,P,13
2014,Greece,Sweden,GRC,SWE,G,N,FI,P,19
2014,Croatia,Belgium,HRV,BEL,G,N,FI,P,10
2014,Croatia,Belgium,HRV,BEL,G,R,RA,P,15
2014,Croatia,Denmark,HRV,DNK,G,N,FI,P,5
2014,Croatia,France,HRV,FRA,G,A,AR,P,5
2014,Croatia,France,HRV,FRA,G,N,FI,P,5
2014,Croatia,Germany,HRV,DEU,G,N,NA,P,16
2014,Croatia,Germany,HRV,DEU,G,R,RA,P,13
2014,Croatia,Liechtenstein,HRV,LIE,G,N,FI,P,5
2014,Croatia,"Netherlands (Kingdom of the)",HRV,NLD,G,N,FI,P,5
2014,Croatia,Sweden,HRV,SWE,G,A,AR,P,8
2014,Croatia,Sweden,HRV,SWE,G,N,FI,P,15
2014,Croatia,Sweden,HRV,SWE,G,R,RA,P,14
2014,Hungary,Austria,HUN,AUT,G,N,FA,P,10
2014,Hungary,Belgium,HUN,BEL,G,N,FI,P,5
2014,Hungary,Belgium,HUN,BEL,G,R,RA,P,6
2014,Hungary,"United Kingdom of Great Britain and Northern Ireland",HUN,GBR,G,N,FI,P,5
2014,Hungary,Germany,HUN,DEU,G,N,NA,P,5
2014,Hungary,Germany,HUN,DEU,G,R,RA,P,5
2014,Hungary,Norway,HUN,NOR,G,N,FI,P,6
2014,Hungary,Sweden,HUN,SWE,G,A,AR,P,5
2014,Hungary,Sweden,HUN,SWE,G,R,RA,P,5
2014,Hungary,Switzerland,HUN,CHE,G,N,FI,P,82
2014,Hungary,Switzerland,HUN,CHE,G,R,RA,P,5
2014,Italy,Finland,ITA,FIN,G,N,FI,P,5
2014,Italy,France,ITA,FRA,G,N,FI,P,5
